Key	UK English	French	Arabic		
home.pets.rule.tapeworm	Dogs flying into the Channel Islands or the UK must have had a tapeworm tablet within 4 days of travel.	Les chiens voyageant vers les Ã®les Anglo-Normandes ou le Royaume-Uni doivent avoir reÃ§u un comprimÃ© contre le tÃ©nia dans les 4 jours prÃ©cÃ©dant le voyage.	ÙŠØ¬Ø¨ Ø£Ù† ØªØªÙ„Ù‚Ù‰ Ø§Ù„ÙƒÙ„Ø§Ø¨ Ø§Ù„Ù…ØªØ¬Ù‡Ø© Ø¥Ù„Ù‰ Ø¬Ø²Ø± Ø§Ù„Ù‚Ù†Ø§Ù„ Ø£Ùˆ Ø§Ù„Ù…Ù…Ù„ÙƒØ© Ø§Ù„Ù…ØªØ­Ø¯Ø© Ø¹Ù„Ø§Ø¬ Ø§Ù„Ø¯ÙˆØ¯Ø© Ø§Ù„Ø´Ø±ÙŠØ·ÙŠØ© Ø®Ù„Ø§Ù„ Ø§Ù„Ø£Ø±Ø¨Ø¹Ø© Ø£ÙŠØ§Ù… Ø§Ù„Ø³Ø§Ø¨Ù‚Ø© Ù„Ù„Ø³ÙØ±.		
home.pets.rule.vetcertificate	When flying to the Channel Islands for the first time, you must have a Veterinary Health Certificate issued within the last 90 days.	Lors dâ€™un premier vol vers les Ã®les Anglo-Normandes, un certificat vÃ©tÃ©rinaire dÃ©livrÃ© dans les 90 derniers jours est obligatoire.	Ø¹Ù†Ø¯ Ø§Ù„Ø³ÙØ± Ù„Ø£ÙˆÙ„ Ù…Ø±Ø© Ø¥Ù„Ù‰ Ø¬Ø²Ø± Ø§Ù„Ù‚Ù†Ø§Ù„ØŒ ÙŠØ¬Ø¨ ØªÙ‚Ø¯ÙŠÙ… Ø´Ù‡Ø§Ø¯Ø© ØµØ­ÙŠØ© Ø¨ÙŠØ·Ø±ÙŠØ© ØµØ§Ø¯Ø±Ø© Ø®Ù„Ø§Ù„ Ø¢Ø®Ø± 90 ÙŠÙˆÙ…Ù‹Ø§.		
home.pets.rule.licensedcarrier	If flying in from another country or continent such as the EU, you must have the above requirements and use a licensed carrier. EclipsoAir is a licensed carrier.	Si vous voyagez depuis un autre pays ou continent, comme lâ€™Union europÃ©enne, vous devez respecter les exigences ci-dessus et utiliser un transporteur agrÃ©Ã©. EclipsoAir est un transporteur agrÃ©Ã©.	Ø¥Ø°Ø§ ÙƒÙ†ØªÙ… Ù‚Ø§Ø¯Ù…ÙŠÙ† Ù…Ù† Ø¯ÙˆÙ„Ø© Ø£Ùˆ Ù‚Ø§Ø±Ø© Ø£Ø®Ø±Ù‰ Ù…Ø«Ù„ Ø§Ù„Ø§ØªØ­Ø§Ø¯ Ø§Ù„Ø£ÙˆØ±ÙˆØ¨ÙŠØŒ ÙÙŠØ¬Ø¨ Ø§Ø³ØªÙŠÙØ§Ø¡ Ø§Ù„Ù…ØªØ·Ù„Ø¨Ø§Øª Ø§Ù„Ù…Ø°ÙƒÙˆØ±Ø© Ø£Ø¹Ù„Ø§Ù‡ ÙˆØ§Ø³ØªØ®Ø¯Ø§Ù… Ù†Ø§Ù‚Ù„ Ù…Ø¹ØªÙ…Ø¯. EclipsoAir Ù†Ø§Ù‚Ù„ Ù…Ø¹ØªÙ…Ø¯.		
home.pets.rule.booking	All we ask is that if you want to travel with an animal please book via our On Demand Charter Service.	Nous vous demandons simplement, si vous souhaitez voyager avec un animal, de rÃ©server via notre service de charter Ã  la demande.	Ù†Ø±Ø¬Ùˆ ÙÙ‚Ø·ØŒ ÙÙŠ Ø­Ø§Ù„ Ø±ØºØ¨ØªÙƒÙ… Ø¨Ø§Ù„Ø³ÙØ± Ù…Ø¹ Ø­ÙŠÙˆØ§Ù† Ø£Ù„ÙŠÙØŒ Ø§Ù„Ø­Ø¬Ø² Ø¹Ø¨Ø± Ø®Ø¯Ù…Ø© Ø§Ù„Ø±Ø­Ù„Ø§Øª Ø§Ù„Ø®Ø§ØµØ© Ø­Ø³Ø¨ Ø§Ù„Ø·Ù„Ø¨.		
home.ondemand.title	On Demand How It Works:	Fonctionnement du service Ã  la demande :	ÙƒÙŠÙ ØªØ¹Ù…Ù„ Ø®Ø¯Ù…Ø© Ø§Ù„Ø±Ø­Ù„Ø§Øª Ø­Ø³Ø¨ Ø§Ù„Ø·Ù„Ø¨:		
home.ondemand.desc1	An individual can charter a flight specifying single or return, departure airport and return, using our application and opt whether or not the flight can be shared.	Un individu peut affrÃ©ter un vol en prÃ©cisant sâ€™il sâ€™agit dâ€™un aller simple ou dâ€™un aller-retour, lâ€™aÃ©roport de dÃ©part et de retour, via notre application, et choisir si le vol peut Ãªtre partagÃ© ou non.	ÙŠÙ…ÙƒÙ† Ù„Ù„ÙØ±Ø¯ Ø§Ø³ØªØ¦Ø¬Ø§Ø± Ø±Ø­Ù„Ø© Ù…Ø¹ ØªØ­Ø¯ÙŠØ¯ Ø°Ù‡Ø§Ø¨ ÙÙ‚Ø· Ø£Ùˆ Ø°Ù‡Ø§Ø¨ ÙˆØ¹ÙˆØ¯Ø©ØŒ ÙˆÙ…Ø·Ø§Ø± Ø§Ù„Ù…ØºØ§Ø¯Ø±Ø© ÙˆØ§Ù„Ø¹ÙˆØ¯Ø©ØŒ Ø¹Ø¨Ø± ØªØ·Ø¨ÙŠÙ‚Ù†Ø§ØŒ Ù…Ø¹ Ø§Ø®ØªÙŠØ§Ø± Ù…Ø§ Ø¥Ø°Ø§ ÙƒØ§Ù†Øª Ø§Ù„Ø±Ø­Ù„Ø© Ù‚Ø§Ø¨Ù„Ø© Ù„Ù„Ù…Ø´Ø§Ø±ÙƒØ© Ø£Ù… Ù„Ø§.		
home.ondemand.desc2	If additional passengers book then the tickets will automatically discount first passenger, second passenger, third, fourth, fifth, sixth.	Si d'autres passagers rÃ©servent, les billets seront automatiquement rÃ©duits pour le premierØŒ Ø§Ù„Ø«Ø§Ù†ÙŠØŒ Ø§Ù„Ø«Ø§Ù„Ø«ØŒ Ø§Ù„Ø±Ø§Ø¨Ø¹ØŒ Ø§Ù„Ø®Ø§Ù…Ø³ ÙˆØ§Ù„Ø³Ø§Ø¯Ø³ passager.	ÙÙŠ Ø­Ø§Ù„ Ø­Ø¬Ø² Ù…Ø³Ø§ÙØ±ÙŠÙ† Ø¥Ø¶Ø§ÙÙŠÙŠÙ†ØŒ ÙŠØªÙ… ØªØ®ÙÙŠØ¶ Ø³Ø¹Ø± Ø§Ù„ØªØ°Ø§ÙƒØ± ØªÙ„Ù‚Ø§Ø¦ÙŠÙ‹Ø§ Ù„Ù„Ù…Ø³Ø§ÙØ± Ø§Ù„Ø£ÙˆÙ„ Ø«Ù… Ø§Ù„Ø«Ø§Ù†ÙŠ ÙˆØ§Ù„Ø«Ø§Ù„Ø« ÙˆØ§Ù„Ø±Ø§Ø¨Ø¹ ÙˆØ§Ù„Ø®Ø§Ù…Ø³ ÙˆØ§Ù„Ø³Ø§Ø¯Ø³.		
home.ondemand.desc3	This works as follows:	Voici comment cela fonctionne :	ÙˆÙŠØªÙ… Ø°Ù„Ùƒ Ø¹Ù„Ù‰ Ø§Ù„Ù†Ø­Ùˆ Ø§Ù„ØªØ§Ù„ÙŠ:		
home.ondemand.basecost	Base Cost	CoÃ»t de base	Ø§Ù„ØªÙƒÙ„ÙØ© Ø§Ù„Ø£Ø³Ø§Ø³ÙŠØ©		
home.ondemand.discount	Discount	RÃ©duction	Ø§Ù„Ø®ØµÙ…		
home.ondemand.table.passengers	Passengers	Passagers	Ø§Ù„Ù…Ø³Ø§ÙØ±ÙˆÙ†		
home.ondemand.matrix.msg	From the above matrix you can see that the first passenger can effectively reduce the ticket price to Â£225.	D'aprÃ¨s la matrice ci-dessus, vous pouvez voir que le premier passager peut rÃ©duire efficacement le prix du billet Ã  225 Â£.	Ù…Ù† Ø®Ù„Ø§Ù„ Ø§Ù„Ø¬Ø¯ÙˆÙ„ Ø£Ø¹Ù„Ø§Ù‡ØŒ ÙŠÙ…ÙƒÙ† Ù…Ù„Ø§Ø­Ø¸Ø© Ø£Ù† Ø§Ù„Ù…Ø³Ø§ÙØ± Ø§Ù„Ø£ÙˆÙ„ ÙŠÙ…ÙƒÙ†Ù‡ ÙØ¹Ù„ÙŠÙ‹Ø§ Ø®ÙØ¶ Ø³Ø¹Ø± Ø§Ù„ØªØ°ÙƒØ±Ø© Ø¥Ù„Ù‰ 225 Ø¬Ù†ÙŠÙ‡Ù‹Ø§ Ø¥Ø³ØªØ±Ù„ÙŠÙ†ÙŠÙ‹Ø§.		
home.register	Register Now	Inscrivez-vous maintenant	Ø³Ø¬Ù‘Ù„ Ø§Ù„Ø¢Ù†		
home.aircraft.specifications	Aircraft Specifications: Cessna Caravan	CaractÃ©ristiques de lâ€™avion : Cessna Caravan	Ù…ÙˆØ§ØµÙØ§Øª Ø§Ù„Ø·Ø§Ø¦Ø±Ø©: Ø³ÙŠØ³Ù†Ø§ ÙƒØ§Ø±Ø§ÙØ§Ù†		
home.aircraft.dimensions.title	Dimensions	Dimensions	Ø§Ù„Ø£Ø¨Ø¹Ø§Ø¯		
home.aircraft.dimensions.length	Length	Longueur	Ø§Ù„Ø·ÙˆÙ„		
home.aircraft.dimensions.length.value	12.67 m (41 ft 7 in)	12,67 m (41 pi 7 po)	12.67 Ù… (41 Ù‚Ø¯Ù…Ù‹Ø§ Ùˆ7 Ø¨ÙˆØµØ§Øª)		
home.aircraft.dimensions.wingspan	Wingspan	Envergure	Ø¨Ø§Ø¹ Ø§Ù„Ø¬Ù†Ø§Ø­ÙŠÙ†		
home.aircraft.dimensions.wingspan.value	15.88 m (52 ft 1 in)	15,88 m (52 pi 1 po)	15.88 Ù… (52 Ù‚Ø¯Ù…Ù‹Ø§ Ùˆ1 Ø¨ÙˆØµØ©)		
home.aircraft.dimensions.height	Height	Hauteur	Ø§Ù„Ø§Ø±ØªÙØ§Ø¹		
home.aircraft.dimensions.height.value	4.62 m (15 ft 2 in)	4,62 m (15 pi 2 po)	4.62 Ù… (15 Ù‚Ø¯Ù…Ù‹Ø§ Ùˆ2 Ø¨ÙˆØµØ©)		
home.aircraft.performance.title	Performance	Performance	Ø§Ù„Ø£Ø¯Ø§Ø¡		
home.aircraft.performance.maxspeed	Maximum Speed	Vitesse maximale	Ø§Ù„Ø³Ø±Ø¹Ø© Ø§Ù„Ù‚ØµÙˆÙ‰		
home.aircraft.performance.maxspeed.value	341 km/h (212 mph, 184 knots)	341 km/h (212 mph, 184 nÅ“uds)	341 ÙƒÙ…/Ø³ (212 Ù…ÙŠÙ„/Ø³ØŒ 184 Ø¹Ù‚Ø¯Ø©)		
home.aircraft.performance.range	Range	Autonomie	Ø§Ù„Ù…Ø¯Ù‰		
home.aircraft.performance.range.value	2,070 km (1,286 miles, 1,119 nautical miles)	2 070 km (1 286 miles, 1 119 milles marins)	2,070 ÙƒÙ… (1,286 Ù…ÙŠÙ„Ù‹Ø§ØŒ 1,119 Ù…ÙŠÙ„Ù‹Ø§ Ø¨Ø­Ø±ÙŠÙ‹Ø§)		
home.aircraft.performance.serviceceiling	Service Ceiling	Plafond opÃ©rationnel	Ø³Ù‚Ù Ø§Ù„Ø®Ø¯Ù…Ø©		
home.aircraft.performance.serviceceiling.value	25,000 ft (7,620 m)	7 620 m (25 000 pi)	25,000 Ù‚Ø¯Ù… (7,620 Ù…)		
home.aircraft.performance.flighttime	Maximum Flight Time	DurÃ©e maximale de vol	Ø§Ù„Ù…Ø¯Ø© Ø§Ù„Ù‚ØµÙˆÙ‰ Ù„Ù„Ø·ÙŠØ±Ø§Ù†		
home.aircraft.performance.flighttime.value	6.5 hours	6,5 heures	6.5 Ø³Ø§Ø¹Ø§Øª		
home.aircraft.capacity.title	Capacity	CapacitÃ©	Ø§Ù„Ø³Ø¹Ø©		
home.aircraft.capacity.crew	Crew	Ã‰quipage	Ø§Ù„Ø·Ø§Ù‚Ù…		
home.aircraft.capacity.crew.value	2 (pilot)	2 (pilotes)	2 (Ø·ÙŠÙ‘Ø§Ø±)		
home.aircraft.capacity.passengers	Passengers	Passagers	Ø§Ù„Ø±ÙƒØ§Ø¨		
home.aircraft.capacity.passengers.value	Up to 6 passengers	Jusquâ€™Ã  6 passagers	Ø­ØªÙ‰ 6 Ø±ÙƒØ§Ø¨		
home.aircraft.weights.title	Weights	Poids	Ø§Ù„Ø£ÙˆØ²Ø§Ù†		
home.aircraft.weights.empty	Empty Weight	Poids Ã  vide	Ø§Ù„ÙˆØ²Ù† Ø§Ù„ÙØ§Ø±Øº		
home.aircraft.weights.empty.value	2,072 kg (4,567 lbs)	2 072 kg (4 567 lbs)	2,072 ÙƒØº (4,567 Ø±Ø·Ù„Ø§Ù‹)		
home.aircraft.weights.mtow	Maximum Takeoff Weight (MTOW)	Poids maximal au dÃ©collage (MTOW)	Ø§Ù„ÙˆØ²Ù† Ø§Ù„Ø£Ù‚ØµÙ‰ Ø¹Ù†Ø¯ Ø§Ù„Ø¥Ù‚Ù„Ø§Ø¹ (MTOW)		
home.aircraft.weights.mtow.value	3,629 kg (8,000 lbs)	3 629 kg (8 000 lbs)	3,629 ÙƒØº (8,000 Ø±Ø·Ù„)		
home.cockpit	Cessna caravan : 208 cockpit	Cessna caravan : 208 cockpit	Ù‚Ù…Ø±Ø© Ù‚ÙŠØ§Ø¯Ø© Ø³ÙŠØ³Ù†Ø§ ÙƒØ§Ø±Ø§ÙØ§Ù† 208		
home.our.pilots	Our Pilots	Nos Pilotes	Ø·ÙŠÙ‘Ø§Ø±ÙˆÙ†Ø§		
home.envpolicy.title	Our Environmental Policy	Notre politique environnementale	Ø³ÙŠØ§Ø³ØªÙ†Ø§ Ø§Ù„Ø¨ÙŠØ¦ÙŠØ©		
home.envpolicy.subtitle	We care about the Environment. This is why we have picked the most environmentally efficient plane	Nous nous soucions de lâ€™environnement. Câ€™est pourquoi nous avons choisi lâ€™avion le plus Ã©cologique	Ù†Ø­Ù† Ù†Ù‡ØªÙ… Ø¨Ø§Ù„Ø¨ÙŠØ¦Ø©ØŒ ÙˆÙ„Ù‡Ø°Ø§ Ø§Ø®ØªØ±Ù†Ø§ Ø§Ù„Ø·Ø§Ø¦Ø±Ø© Ø§Ù„Ø£ÙƒØ«Ø± ÙƒÙØ§Ø¡Ø© Ù…Ù† Ø­ÙŠØ« Ø§Ù„Ø£Ø«Ø± Ø§Ù„Ø¨ÙŠØ¦ÙŠ		
home.envpolicy.description	Comparative on CO2 emissions for planes operating inter island and Southampton assuming 3 inter-island return flights a day by each of 3 islands and 2 trips to Southampton	Comparatif des Ã©missions de CO2 pour les avions opÃ©rant entre les Ã®les et Southampton, en supposant 3 vols aller-retour inter-Ã®les par jour pour chacune des 3 Ã®les et 2 trajets vers Southampton	Ù…Ù‚Ø§Ø±Ù†Ø© Ù„Ø§Ù†Ø¨Ø¹Ø§Ø«Ø§Øª Ø«Ø§Ù†ÙŠ Ø£ÙƒØ³ÙŠØ¯ Ø§Ù„ÙƒØ±Ø¨ÙˆÙ† Ù„Ù„Ø·Ø§Ø¦Ø±Ø§Øª Ø§Ù„ØªÙŠ ØªØ¹Ù…Ù„ Ø¨ÙŠÙ† Ø§Ù„Ø¬Ø²Ø± ÙˆØ³Ø§ÙˆØ«Ù‡Ø§Ù…Ø¨ØªÙˆÙ†ØŒ Ø¨Ø§ÙØªØ±Ø§Ø¶ Ø«Ù„Ø§Ø« Ø±Ø­Ù„Ø§Øª Ø°Ù‡Ø§Ø¨ ÙˆØ¹ÙˆØ¯Ø© Ø¨ÙŠÙ† Ø§Ù„Ø¬Ø²Ø± ÙŠÙˆÙ…ÙŠÙ‹Ø§ Ù„ÙƒÙ„ Ø¬Ø²ÙŠØ±Ø© Ù…Ù† Ø«Ù„Ø§Ø« Ø¬Ø²Ø±ØŒ ÙˆØ±Ø­Ù„ØªÙŠÙ† Ø¥Ù„Ù‰ Ø³Ø§ÙˆØ«Ù‡Ø§Ù…Ø¨ØªÙˆÙ†.		
home.envpolicy.table.cessna	Cessna Caravan 208	Cessna Caravan 208	Ø³ÙŠØ³Ù†Ø§ ÙƒØ§Ø±Ø§ÙØ§Ù† 208		
home.envpolicy.table.cessna.value	1,325kg	1 325 kg	1,325 ÙƒØº		
home.envpolicy.table.dornier	Dornier 228 GETAC	Dornier 228 GETAC	Ø¯ÙˆØ±Ù†ÙŠÙŠÙ‡ 228 Ø¬ÙŠØªØ§Ùƒ		
home.envpolicy.table.dornier.value	1,536kg	1 536 kg	1,536 ÙƒØº		
home.envpolicy.table.atr	ATR 72-600	ATR 72-600	ATR 72-600		
home.envpolicy.table.atr.value	3,533kg	3,533kg	3,533 ÙƒØº		
home.envpolicy.table.dash	Dash 8-400	Dash 8-400	Ø¯Ø§Ø´ 8-400		
home.envpolicy.table.dash.value	3,300kg	3,300kg	3,300 ÙƒØº		
home.safety.title	Safety is Our Core Value	La sÃ©curitÃ© est notre valeur fondamentale	Ø§Ù„Ø³Ù„Ø§Ù…Ø© Ù‡ÙŠ Ù‚ÙŠÙ…ØªÙ†Ø§ Ø§Ù„Ø£Ø³Ø§Ø³ÙŠØ©		
home.safety.intro	Safety is one of Gamaâ€™s core values and fundamental to the way we conduct our activities. The safety of clients and employees is our primary focus, and we strive to achieve this by promoting a positive and proactive safety culture.	La sÃ©curitÃ© est lâ€™une des valeurs fondamentales de Gama et essentielle Ã  la faÃ§on dont nous menons nos activitÃ©s. La sÃ©curitÃ© des clients et des employÃ©s est notre prioritÃ©, et nous nous efforÃ§ons dâ€™y parvenir en promouvant une culture de sÃ©curitÃ© positive et proactive.	ØªÙØ¹Ø¯ Ø§Ù„Ø³Ù„Ø§Ù…Ø© Ø¥Ø­Ø¯Ù‰ Ø§Ù„Ù‚ÙŠÙ… Ø§Ù„Ø¬ÙˆÙ‡Ø±ÙŠØ© Ù„Ø´Ø±ÙƒØ© ØºØ§Ù…Ø§ ÙˆØ£Ø³Ø§Ø³Ù‹Ø§ Ù„Ø·Ø±ÙŠÙ‚Ø© Ù…Ù…Ø§Ø±Ø³ØªÙ†Ø§ Ù„Ø£Ù†Ø´Ø·ØªÙ†Ø§. Ø³Ù„Ø§Ù…Ø© Ø§Ù„Ø¹Ù…Ù„Ø§Ø¡ ÙˆØ§Ù„Ù…ÙˆØ¸ÙÙŠÙ† Ù‡ÙŠ Ø£ÙˆÙ„ÙˆÙŠØªÙ†Ø§ Ø§Ù„Ù‚ØµÙˆÙ‰ØŒ ÙˆÙ†Ø³Ø¹Ù‰ Ù„ØªØ­Ù‚ÙŠÙ‚ Ø°Ù„Ùƒ Ù…Ù† Ø®Ù„Ø§Ù„ ØªØ¹Ø²ÙŠØ² Ø«Ù‚Ø§ÙØ© Ø³Ù„Ø§Ù…Ø© Ø¥ÙŠØ¬Ø§Ø¨ÙŠØ© ÙˆØ§Ø³ØªØ¨Ø§Ù‚ÙŠØ©.		
home.safety.commitment	Gama Aviation is committed to:	Gama Aviation sâ€™engage Ã  :	ØªÙ„ØªØ²Ù… ØºØ§Ù…Ø§ Ù„Ù„Ø·ÙŠØ±Ø§Ù† Ø¨Ù…Ø§ ÙŠÙ„ÙŠ:		
home.safety.li1	Maintaining and improving our aviation safety performance and minimizing, as far as reasonably practicable, the risk of incidents and accidents.	Maintenir et amÃ©liorer notre performance en matiÃ¨re de sÃ©curitÃ© aÃ©rienne et rÃ©duire, dans la mesure du possible, le risque dâ€™incidents et dâ€™accidents.	Ø§Ù„Ø­ÙØ§Ø¸ Ø¹Ù„Ù‰ Ø£Ø¯Ø§Ø¡ Ø§Ù„Ø³Ù„Ø§Ù…Ø© Ø§Ù„Ø¬ÙˆÙŠØ© ÙˆØªØ­Ø³ÙŠÙ†Ù‡ØŒ ÙˆØªÙ‚Ù„ÙŠÙ„ Ù…Ø®Ø§Ø·Ø± Ø§Ù„Ø­ÙˆØ§Ø¯Ø« ÙˆØ§Ù„ÙˆÙ‚Ø§Ø¦Ø¹ Ø¥Ù„Ù‰ Ø£Ø¯Ù†Ù‰ Ø­Ø¯ Ù…Ù…ÙƒÙ† Ø¹Ù…Ù„ÙŠÙ‹Ø§.		
home.safety.li2	Our Management Team promoting safety as a primary responsibility throughout their daily activities and ensuring that all employees have the training and resources to perform their work safely.	Notre Ã©quipe de direction promeut la sÃ©curitÃ© comme responsabilitÃ© principale dans leurs activitÃ©s quotidiennes et veille Ã  ce que tous les employÃ©s disposent de la formation et des ressources nÃ©cessaires pour travailler en toute sÃ©curitÃ©.	ÙŠØ¹Ø²Ø² ÙØ±ÙŠÙ‚ Ø§Ù„Ø¥Ø¯Ø§Ø±Ø© Ø§Ù„Ø³Ù„Ø§Ù…Ø© Ø¨Ø§Ø¹ØªØ¨Ø§Ø±Ù‡Ø§ Ù…Ø³Ø¤ÙˆÙ„ÙŠØ© Ø£Ø³Ø§Ø³ÙŠØ© ÙÙŠ Ø£Ù†Ø´Ø·ØªÙ‡Ù… Ø§Ù„ÙŠÙˆÙ…ÙŠØ©ØŒ ÙˆÙŠØ¶Ù…Ù† ØªÙˆØ§ÙØ± Ø§Ù„ØªØ¯Ø±ÙŠØ¨ ÙˆØ§Ù„Ù…ÙˆØ§Ø±Ø¯ Ø§Ù„Ù„Ø§Ø²Ù…Ø© Ù„Ø¬Ù…ÙŠØ¹ Ø§Ù„Ù…ÙˆØ¸ÙÙŠÙ† Ù„Ø£Ø¯Ø§Ø¡ Ø¹Ù…Ù„Ù‡Ù… Ø¨Ø£Ù…Ø§Ù†.		
home.safety.li3	Ensuring that all employees understand their safety and reporting responsibilities and accountabilities through accepted policies and procedures.	Veiller Ã  ce que tous les employÃ©s comprennent leurs responsabilitÃ©s en matiÃ¨re de sÃ©curitÃ© et de signalement via des politiques et procÃ©dures reconnues.	Ø¶Ù…Ø§Ù† ÙÙ‡Ù… Ø¬Ù…ÙŠØ¹ Ø§Ù„Ù…ÙˆØ¸ÙÙŠÙ† Ù„Ù…Ø³Ø¤ÙˆÙ„ÙŠØ§ØªÙ‡Ù… ÙˆÙˆØ§Ø¬Ø¨Ø§ØªÙ‡Ù… Ø§Ù„Ù…ØªØ¹Ù„Ù‚Ø© Ø¨Ø§Ù„Ø³Ù„Ø§Ù…Ø© ÙˆØ§Ù„Ø¥Ø¨Ù„Ø§Øº Ù…Ù† Ø®Ù„Ø§Ù„ Ø³ÙŠØ§Ø³Ø§Øª ÙˆØ¥Ø¬Ø±Ø§Ø¡Ø§Øª Ù…Ø¹ØªÙ…Ø¯Ø©.		
home.safety.li4	Promoting and practicing a â€œJust Cultureâ€ which supports an uninhibited flow of any information that may affect safety.	Promouvoir et pratiquer une Â« culture juste Â» qui soutient un flux dâ€™information libre pouvant affecter la sÃ©curitÃ©.	ØªØ¹Ø²ÙŠØ² ÙˆØªØ·Ø¨ÙŠÙ‚ Â«Ø«Ù‚Ø§ÙØ© Ø¹Ø§Ø¯Ù„Ø©Â» ØªØ¯Ø¹Ù… Ø§Ù„ØªØ¯ÙÙ‚ Ø§Ù„Ø­Ø± Ù„Ø£ÙŠ Ù…Ø¹Ù„ÙˆÙ…Ø§Øª Ù‚Ø¯ ØªØ¤Ø«Ø± Ø¹Ù„Ù‰ Ø§Ù„Ø³Ù„Ø§Ù…Ø©.		
home.safety.li5	Proactive hazard identification and risk management.	Identification proactive des dangers et gestion des risques.	Ø§Ù„ØªØ­Ø¯ÙŠØ¯ Ø§Ù„Ø§Ø³ØªØ¨Ø§Ù‚ÙŠ Ù„Ù„Ù…Ø®Ø§Ø·Ø± ÙˆØ¥Ø¯Ø§Ø±Ø© Ø§Ù„Ù…Ø®Ø§Ø·Ø±.		
home.safety.li6	Maintaining compliance with industry safety standards, best practices, and all regulatory requirements.	Respect des normes de sÃ©curitÃ© de lâ€™industrie, des bonnes pratiques et de toutes les exigences rÃ©glementaires.	Ø§Ù„Ø§Ù„ØªØ²Ø§Ù… Ø¨Ù…Ø¹Ø§ÙŠÙŠØ± Ø§Ù„Ø³Ù„Ø§Ù…Ø© Ø§Ù„ØµÙ†Ø§Ø¹ÙŠØ© ÙˆØ£ÙØ¶Ù„ Ø§Ù„Ù…Ù…Ø§Ø±Ø³Ø§Øª ÙˆØ¬Ù…ÙŠØ¹ Ø§Ù„Ù…ØªØ·Ù„Ø¨Ø§Øª Ø§Ù„ØªÙ†Ø¸ÙŠÙ…ÙŠØ©.		
home.safety.li7	Ensuring that the Safety Management System is proactively monitored and regularly reviewed for effectiveness and continuous improvement.	Veiller Ã  ce que le SystÃ¨me de Gestion de la SÃ©curitÃ© soit suivi de maniÃ¨re proactive et rÃ©guliÃ¨rement rÃ©visÃ© pour son efficacitÃ© et son amÃ©lioration continue.	Ø¶Ù…Ø§Ù† Ø§Ù„Ù…Ø±Ø§Ù‚Ø¨Ø© Ø§Ù„Ø§Ø³ØªØ¨Ø§Ù‚ÙŠØ© Ù„Ù†Ø¸Ø§Ù… Ø¥Ø¯Ø§Ø±Ø© Ø§Ù„Ø³Ù„Ø§Ù…Ø© ÙˆÙ…Ø±Ø§Ø¬Ø¹ØªÙ‡ Ø¨Ø§Ù†ØªØ¸Ø§Ù… Ù„Ø¶Ù…Ø§Ù† Ø§Ù„ÙØ¹Ø§Ù„ÙŠØ© ÙˆØ§Ù„ØªØ­Ø³ÙŠÙ† Ø§Ù„Ù…Ø³ØªÙ…Ø±.		
home.safety.conclusion	Through the personal commitment of all our employees, we are dedicated to providing the highest level of safety across the organization.	GrÃ¢ce Ã  lâ€™engagement personnel de tous nos employÃ©s, nous nous consacrons Ã  offrir le plus haut niveau de sÃ©curitÃ© au sein de lâ€™organisation.	ÙˆÙ…Ù† Ø®Ù„Ø§Ù„ Ø§Ù„Ø§Ù„ØªØ²Ø§Ù… Ø§Ù„Ø´Ø®ØµÙŠ Ù„Ø¬Ù…ÙŠØ¹ Ù…ÙˆØ¸ÙÙŠÙ†Ø§ØŒ Ù†ÙƒØ±Ù‘Ø³ Ø¬Ù‡ÙˆØ¯Ù†Ø§ Ù„ØªÙ‚Ø¯ÙŠÙ… Ø£Ø¹Ù„Ù‰ Ù…Ø³ØªÙˆÙŠØ§Øª Ø§Ù„Ø³Ù„Ø§Ù…Ø© ÙÙŠ Ø¬Ù…ÙŠØ¹ Ø£Ù†Ø­Ø§Ø¡ Ø§Ù„Ù…Ø¤Ø³Ø³Ø©.		
home.management.title	Management Team & Gama Partnership	Ã‰quipe de direction et partenariat Gama	ÙØ±ÙŠÙ‚ Ø§Ù„Ø¥Ø¯Ø§Ø±Ø© ÙˆØ§Ù„Ø´Ø±Ø§ÙƒØ© Ù…Ø¹ ØºØ§Ù…Ø§		
home.management.intro	The Unique Private Airline boasts a management team with a proven track record in aviation and luxury travel. Their expertise spans areas such as:	La compagnie aÃ©rienne privÃ©e unique dispose d'une Ã©quipe de direction ayant un parcours Ã©prouvÃ© dans l'aviation et le voyage de luxe. Leur expertise couvre des domaines tels que :	ØªÙØ®Ø± Ø´Ø±ÙƒØ© Ø§Ù„Ø·ÙŠØ±Ø§Ù† Ø§Ù„Ø®Ø§ØµØ© Ø§Ù„ÙØ±ÙŠØ¯Ø© Ø¨ÙØ±ÙŠÙ‚ Ø¥Ø¯Ø§Ø±Ø© ÙŠØªÙ…ØªØ¹ Ø¨Ø³Ø¬Ù„ Ø­Ø§ÙÙ„ ÙÙŠ Ù…Ø¬Ø§Ù„ Ø§Ù„Ø·ÙŠØ±Ø§Ù† ÙˆØ§Ù„Ø³ÙØ± Ø§Ù„ÙØ§Ø®Ø±. ÙˆØªØ´Ù…Ù„ Ø®Ø¨Ø±Ø§ØªÙ‡Ù… Ù…Ø¬Ø§Ù„Ø§Øª Ù…Ø«Ù„:		
